user_id,age,gender,device,region,time_of_day,session_count,avg_purchase,reward_arm_0,reward_arm_1,reward_arm_2,reward_arm_3,reward_arm_4
46,24,F,desktop,ic_anadolu,afternoon,14,230.65,1,1,0,1,0
47,38,F,mobile,guneydogu_anadolu,evening,13,185.28,1,1,1,0,0
48,26,M,tablet,dogu_anadolu,morning,3,117.32,0,0,0,1,0
49,56,F,mobile,ic_anadolu,evening,9,166.8,0,0,0,0,0
50,35,M,mobile,akdeniz,morning,4,51.91,0,0,1,1,0
51,21,M,desktop,karadeniz,evening,6,98.2,0,0,1,0,0
52,42,F,desktop,karadeniz,afternoon,7,76.16,1,0,0,0,0
53,31,M,desktop,karadeniz,morning,12,171.93,1,0,0,1,0
54,67,M,mobile,marmara,morning,14,435.36,0,0,0,0,0
55,26,F,desktop,marmara,night,2,65.0,0,0,0,0,0
56,43,F,mobile,guneydogu_anadolu,morning,13,188.55,1,0,0,0,0
57,70,F,tablet,guneydogu_anadolu,evening,11,222.05,0,0,0,0,0
58,19,M,mobile,akdeniz,evening,6,489.41,0,0,0,0,0
59,37,M,mobile,guneydogu_anadolu,afternoon,10,65.6,0,0,1,0,0
60,45,M,mobile,karadeniz,morning,12,56.34,0,0,0,0,1
61,64,M,desktop,akdeniz,morning,10,102.85,0,0,1,1,0
62,24,M,desktop,ege,evening,1,116.2,1,0,1,1,1
63,61,M,mobile,ic_anadolu,afternoon,3,416.79,0,0,0,0,0
64,25,F,mobile,akdeniz,evening,15,328.43,0,1,1,0,0
65,64,M,mobile,guneydogu_anadolu,evening,1,136.94,0,0,0,1,0
66,52,F,desktop,akdeniz,evening,12,193.76,1,1,0,0,0
67,31,M,mobile,karadeniz,morning,5,145.29,1,0,1,0,1
68,34,F,desktop,karadeniz,evening,4,425.54,0,0,0,1,0
69,53,F,desktop,marmara,morning,12,65.12,1,1,0,1,0
70,67,F,desktop,marmara,morning,12,164.98,1,1,0,0,0
71,57,F,mobile,ic_anadolu,evening,7,55.78,1,0,0,0,0
72,21,M,desktop,marmara,evening,4,230.25,1,0,0,1,0
73,19,F,desktop,ic_anadolu,afternoon,4,98.29,1,0,0,0,0
74,23,M,mobile,marmara,evening,10,131.5,0,0,1,0,0
75,59,F,mobile,ege,afternoon,10,102.08,1,0,0,0,0
76,21,M,mobile,marmara,evening,9,106.67,0,0,1,0,0
77,46,F,mobile,marmara,morning,12,86.91,0,0,0,0,1
78,35,F,tablet,marmara,morning,5,390.23,0,0,1,1,0
79,43,M,desktop,guneydogu_anadolu,evening,11,173.32,0,0,0,0,0
80,61,F,desktop,ege,evening,13,146.74,1,1,0,0,1
81,51,F,mobile,dogu_anadolu,afternoon,7,91.04,0,0,1,0,0
82,27,F,desktop,guneydogu_anadolu,evening,2,185.33,0,0,1,1,1
83,53,F,mobile,dogu_anadolu,night,7,90.17,0,0,0,0,0
84,31,M,mobile,akdeniz,evening,2,31.62,0,0,0,1,1
85,48,F,tablet,karadeniz,evening,10,311.39,0,0,0,0,0
86,65,M,tablet,marmara,evening,13,134.74,1,1,0,0,0
87,32,M,tablet,marmara,evening,5,23.3,0,1,0,0,0
88,25,F,desktop,dogu_anadolu,morning,11,48.77,1,0,0,0,0
89,31,M,tablet,marmara,evening,13,47.07,0,1,1,0,0
90,40,M,desktop,guneydogu_anadolu,evening,15,227.04,1,0,0,0,0
91,57,M,mobile,ic_anadolu,morning,14,366.28,0,0,0,0,0
92,38,M,mobile,ege,afternoon,14,80.0,0,0,1,0,1
93,33,M,desktop,marmara,morning,5,171.93,1,1,0,0,0
94,62,M,mobile,ic_anadolu,morning,5,197.74,1,0,0,0,0
95,35,F,desktop,akdeniz,night,5,112.7,0,1,0,0,0
96,64,F,desktop,ic_anadolu,morning,7,64.97,0,0,0,0,0
97,70,F,tablet,ege,afternoon,10,63.88,0,0,0,0,0
98,41,F,desktop,marmara,afternoon,13,124.89,0,0,0,1,0
99,43,F,desktop,ege,afternoon,2,91.0,1,1,0,0,0
100,42,F,mobile,ege,morning,15,102.08,0,0,1,0,0
101,62,F,tablet,marmara,afternoon,1,29.38,0,0,0,0,0
102,58,M,desktop,marmara,evening,4,51.48,1,1,0,0,0
103,46,M,desktop,ege,afternoon,7,36.5,1,0,0,1,0
104,32,M,tablet,ic_anadolu,afternoon,1,116.92,1,1,0,1,0
105,62,F,desktop,ic_anadolu,afternoon,4,142.12,1,0,0,0,0
106,18,M,desktop,marmara,morning,15,190.28,1,0,0,0,0
107,42,M,mobile,ic_anadolu,afternoon,15,103.14,0,0,1,0,0
108,24,F,mobile,ic_anadolu,morning,15,193.04,0,1,0,0,0
109,26,F,mobile,akdeniz,afternoon,7,49.85,0,0,1,0,1
110,41,M,desktop,akdeniz,evening,6,24.89,0,0,0,0,0
111,18,M,tablet,ege,afternoon,1,131.05,0,1,1,0,0
112,61,F,tablet,marmara,evening,7,388.19,0,0,0,1,0
113,25,F,desktop,ege,morning,14,53.37,0,0,0,0,0
114,41,F,desktop,ege,evening,5,46.5,0,0,0,0,1
115,28,M,tablet,ic_anadolu,afternoon,6,107.2,0,0,0,1,0
116,68,M,mobile,dogu_anadolu,night,1,86.6,1,0,0,0,0
117,34,F,mobile,ege,morning,9,134.61,0,0,1,0,0
118,25,F,mobile,ic_anadolu,night,4,181.88,0,0,1,0,1
119,52,M,mobile,karadeniz,evening,3,168.92,0,0,0,0,1
120,52,M,mobile,marmara,morning,14,242.28,0,0,0,0,0
121,50,F,desktop,dogu_anadolu,night,11,24.06,0,0,0,0,0
122,22,M,desktop,marmara,morning,13,48.75,1,0,0,0,0
123,59,F,tablet,dogu_anadolu,evening,15,386.87,0,1,0,0,0
124,56,F,mobile,marmara,night,5,36.12,0,0,0,0,0
125,58,M,mobile,ege,morning,11,68.1,0,0,0,1,0
126,45,F,tablet,ic_anadolu,afternoon,5,338.85,1,0,1,0,0
127,24,M,mobile,dogu_anadolu,afternoon,12,258.8,0,1,0,0,1
128,26,M,desktop,marmara,evening,5,66.49,1,0,1,0,0
129,25,M,mobile,karadeniz,evening,8,243.75,0,1,1,0,1
130,29,F,mobile,ic_anadolu,evening,15,85.4,0,0,1,0,1
131,51,F,desktop,marmara,afternoon,7,99.57,1,0,0,0,0
132,50,F,desktop,akdeniz,evening,3,176.55,0,1,0,0,0
133,65,M,mobile,akdeniz,night,15,73.05,0,1,0,1,0
134,40,M,tablet,ege,morning,15,119.41,1,0,0,0,0
135,41,M,desktop,karadeniz,morning,1,129.01,0,0,0,1,0
136,54,M,desktop,dogu_anadolu,afternoon,12,51.06,0,1,0,0,1
137,52,M,mobile,ic_anadolu,night,12,149.33,0,0,1,0,1
138,61,M,mobile,guneydogu_anadolu,morning,14,71.91,0,0,1,0,0
139,57,F,mobile,marmara,night,2,163.59,0,0,1,0,0
140,39,F,mobile,marmara,night,4,167.57,0,0,0,0,0
141,44,M,mobile,dogu_anadolu,morning,12,127.23,0,0,1,0,0
142,52,F,desktop,dogu_anadolu,afternoon,1,115.11,1,1,0,0,0
143,18,F,mobile,marmara,afternoon,2,45.0,0,0,0,0,0
144,52,M,desktop,ege,afternoon,8,149.68,0,0,0,0,0
145,54,M,tablet,karadeniz,afternoon,13,285.7,1,0,0,0,1
146,64,F,desktop,marmara,evening,8,168.72,0,0,0,0,0
147,31,M,mobile,marmara,evening,4,48.18,0,1,0,0,0
148,20,M,desktop,ic_anadolu,night,8,143.97,0,0,0,0,0
149,18,F,mobile,guneydogu_anadolu,afternoon,12,74.99,0,0,0,0,0
150,22,F,desktop,karadeniz,afternoon,13,55.15,0,0,0,0,0
151,43,F,desktop,karadeniz,evening,14,87.76,0,0,0,0,0
152,31,M,desktop,ege,afternoon,2,203.97,1,0,0,0,0
153,56,M,mobile,ic_anadolu,afternoon,13,72.5,0,0,0,0,0
154,44,M,desktop,marmara,evening,11,120.96,0,0,0,0,0
155,26,M,mobile,guneydogu_anadolu,evening,7,304.36,0,0,1,0,0
156,32,F,mobile,akdeniz,afternoon,2,60.5,0,1,0,1,0
157,32,F,mobile,ic_anadolu,afternoon,9,222.69,0,0,1,1,0
158,43,M,mobile,dogu_anadolu,night,4,108.54,0,0,0,0,0
159,59,F,tablet,marmara,morning,10,219.28,0,0,0,0,0
160,30,F,desktop,guneydogu_anadolu,afternoon,14,123.73,0,0,0,0,0
161,68,F,desktop,ege,evening,11,131.92,0,0,0,0,0
162,49,F,tablet,ege,morning,2,82.91,1,0,0,0,0
163,56,F,desktop,marmara,evening,1,189.07,0,0,0,1,0
164,66,F,mobile,dogu_anadolu,morning,7,179.69,0,0,0,0,0
165,69,F,desktop,dogu_anadolu,evening,11,146.69,1,0,1,0,0
166,49,F,mobile,marmara,evening,10,178.6,0,0,1,0,1
167,21,M,desktop,marmara,morning,4,97.22,1,0,0,0,0
168,47,M,tablet,dogu_anadolu,morning,1,162.07,1,0,0,0,0
169,54,F,mobile,marmara,evening,2,120.49,0,0,1,0,0
170,40,M,desktop,ic_anadolu,afternoon,6,63.18,0,1,0,0,0
171,56,F,desktop,ic_anadolu,afternoon,2,54.03,1,0,0,0,0
172,62,M,desktop,dogu_anadolu,morning,15,191.15,1,1,1,0,0
173,32,M,mobile,akdeniz,morning,5,75.8,0,0,0,0,0
174,60,M,desktop,ege,afternoon,15,171.37,1,0,0,0,1
175,46,M,desktop,guneydogu_anadolu,morning,2,23.23,1,0,0,0,0
176,53,F,mobile,marmara,afternoon,11,147.56,0,0,0,0,0
177,30,F,mobile,marmara,evening,4,92.24,0,0,1,0,0
178,49,M,desktop,marmara,afternoon,5,68.72,0,0,0,0,0
179,24,F,desktop,guneydogu_anadolu,evening,4,126.92,0,0,0,0,0
180,68,F,mobile,ic_anadolu,afternoon,11,134.9,1,1,0,0,0
181,39,M,tablet,marmara,afternoon,1,141.05,0,1,0,1,0
182,45,M,desktop,ic_anadolu,morning,10,151.11,1,0,1,0,0
183,19,M,mobile,ege,afternoon,10,117.28,0,0,1,0,1
184,59,F,desktop,guneydogu_anadolu,evening,3,70.79,1,1,0,0,0
185,62,M,desktop,marmara,evening,10,217.74,0,0,0,0,0
186,70,F,mobile,ic_anadolu,afternoon,9,109.31,1,0,0,0,0
187,23,F,desktop,ic_anadolu,evening,4,214.63,0,0,0,1,0
188,45,M,mobile,marmara,morning,13,106.04,1,0,0,1,0
189,45,F,tablet,dogu_anadolu,evening,13,90.87,0,0,0,0,0
190,61,F,tablet,marmara,evening,13,85.79,0,0,1,0,0
191,61,M,desktop,ic_anadolu,afternoon,9,134.63,1,0,0,0,0
192,37,F,desktop,karadeniz,afternoon,5,183.12,1,0,0,1,0
193,47,F,tablet,ic_anadolu,evening,2,205.87,0,0,0,0,0
194,28,F,desktop,marmara,afternoon,8,181.64,0,0,1,0,0
195,45,F,mobile,guneydogu_anadolu,night,14,129.29,1,0,1,0,0
196,42,F,desktop,marmara,evening,4,352.5,1,0,0,0,0
197,56,M,desktop,ic_anadolu,evening,14,165.2,1,1,0,0,0
198,50,M,desktop,karadeniz,afternoon,2,23.06,1,0,0,0,0
199,18,F,tablet,guneydogu_anadolu,morning,6,42.27,0,0,0,0,1
200,44,M,tablet,ic_anadolu,morning,1,171.67,0,1,0,0,0
201,69,F,desktop,marmara,afternoon,8,65.76,0,0,0,0,0
202,30,F,mobile,karadeniz,morning,9,68.78,0,0,1,0,0
203,58,M,desktop,marmara,night,7,79.32,0,1,0,1,0
204,20,F,desktop,marmara,afternoon,13,66.61,0,0,0,0,0
205,56,M,mobile,dogu_anadolu,evening,14,103.3,0,0,0,1,0
206,23,F,mobile,akdeniz,evening,9,141.09,0,0,1,0,0
207,25,M,desktop,marmara,evening,2,56.89,0,0,1,1,0
208,44,F,desktop,akdeniz,morning,11,73.25,0,0,0,0,0
209,26,F,tablet,marmara,afternoon,1,107.2,0,0,0,0,0
210,54,F,tablet,marmara,afternoon,7,113.85,0,0,0,0,0
211,50,M,mobile,marmara,night,4,146.9,0,1,1,0,0
212,68,M,desktop,karadeniz,evening,10,110.45,0,0,1,1,0
213,59,M,mobile,karadeniz,morning,8,254.5,0,1,0,1,0
214,61,F,desktop,ic_anadolu,afternoon,3,321.69,0,0,0,1,0
215,41,F,tablet,marmara,afternoon,7,202.59,0,1,0,1,0
216,32,F,desktop,ic_anadolu,morning,7,133.25,0,0,0,1,0
217,49,M,desktop,ege,evening,11,70.45,1,0,0,1,1
218,49,M,mobile,akdeniz,evening,15,85.3,0,0,0,0,0
219,41,F,mobile,dogu_anadolu,evening,10,43.65,0,1,1,0,1
220,58,M,mobile,akdeniz,evening,10,106.31,1,0,0,0,0
221,69,F,desktop,ic_anadolu,afternoon,11,35.14,1,0,0,0,0
222,66,M,mobile,guneydogu_anadolu,afternoon,4,119.69,0,0,0,0,0
223,66,M,mobile,akdeniz,evening,14,251.01,0,0,0,0,0
224,69,F,desktop,akdeniz,evening,10,68.66,1,0,0,1,0
225,29,F,mobile,ic_anadolu,morning,14,183.66,1,1,1,0,1
226,56,M,tablet,marmara,afternoon,14,118.65,0,1,0,0,0
227,19,M,desktop,ic_anadolu,morning,1,110.96,0,0,0,0,0
228,20,M,desktop,ic_anadolu,evening,7,138.45,0,0,0,0,0
229,66,M,desktop,marmara,morning,10,162.08,1,0,0,0,0
230,54,F,desktop,marmara,evening,12,366.97,1,0,0,0,0
231,66,M,mobile,guneydogu_anadolu,afternoon,14,105.09,0,0,0,0,1
232,34,M,mobile,ic_anadolu,evening,6,212.74,0,0,1,1,0
233,66,M,mobile,marmara,afternoon,12,134.92,0,0,0,0,0
234,19,F,desktop,marmara,afternoon,1,68.77,1,0,1,0,0
235,19,F,mobile,ic_anadolu,afternoon,11,311.74,0,0,0,0,0
236,45,F,mobile,marmara,afternoon,12,98.5,0,0,0,0,0
237,40,F,tablet,marmara,evening,8,42.52,0,0,0,0,0
238,54,F,desktop,karadeniz,evening,10,187.55,0,0,0,0,0
239,49,F,mobile,ic_anadolu,afternoon,6,194.09,1,1,1,0,0
240,50,F,tablet,ege,afternoon,15,104.72,1,1,1,0,0
241,18,F,mobile,marmara,morning,15,165.33,0,0,0,0,0
242,36,M,desktop,akdeniz,evening,5,146.77,0,0,0,1,0
243,19,F,desktop,marmara,morning,8,39.75,1,0,1,0,0
244,70,F,tablet,ege,night,2,28.92,0,1,0,0,0
245,61,F,desktop,marmara,evening,6,441.09,0,0,0,0,0
246,43,F,tablet,marmara,afternoon,10,204.48,0,1,0,1,0
247,49,M,mobile,ege,morning,3,224.72,0,0,1,0,0
248,23,F,desktop,guneydogu_anadolu,morning,15,100.29,1,0,0,0,0
249,49,M,mobile,marmara,afternoon,12,137.41,0,0,1,0,0
250,21,M,desktop,ege,afternoon,11,136.89,0,0,0,0,0
251,28,M,desktop,ege,morning,8,63.68,1,0,0,0,0
252,34,M,mobile,akdeniz,evening,5,67.05,0,0,1,0,0
253,55,M,mobile,karadeniz,afternoon,12,248.65,0,0,0,1,0
254,41,M,desktop,ege,morning,10,249.41,0,0,0,0,0
255,22,F,mobile,karadeniz,evening,3,124.95,0,0,1,0,0
256,69,F,desktop,marmara,night,2,25.74,1,1,0,0,0
257,51,M,mobile,dogu_anadolu,afternoon,5,157.08,1,1,0,1,0
258,23,F,mobile,marmara,evening,9,94.9,0,0,0,0,0
259,39,F,desktop,marmara,evening,1,27.69,1,0,0,0,0
260,28,M,tablet,marmara,night,10,357.82,0,1,0,0,1
261,65,M,mobile,marmara,morning,15,215.85,1,0,0,0,0
262,33,F,mobile,akdeniz,night,4,92.34,0,0,0,0,0
263,50,M,mobile,ege,afternoon,14,56.21,0,0,0,0,1
264,26,F,desktop,ic_anadolu,afternoon,1,263.67,0,0,0,0,0
265,23,M,desktop,marmara,afternoon,2,120.82,0,0,1,0,0
266,33,F,mobile,akdeniz,morning,10,187.68,0,0,0,0,0
267,46,F,tablet,ege,evening,11,237.65,1,1,0,1,0
268,20,M,mobile,ic_anadolu,evening,15,90.71,0,0,1,0,0
269,37,F,desktop,marmara,afternoon,7,74.38,1,0,0,0,0
270,53,M,mobile,marmara,morning,1,138.4,0,1,0,0,1
271,36,F,desktop,ege,afternoon,9,207.09,1,0,0,0,1
272,43,F,desktop,karadeniz,afternoon,8,46.16,1,0,0,0,0
273,20,M,mobile,ic_anadolu,afternoon,3,268.7,0,0,1,0,0
274,36,F,mobile,marmara,afternoon,10,112.84,0,0,1,0,0
275,37,F,desktop,marmara,morning,1,162.48,1,0,1,1,0
276,49,F,mobile,marmara,afternoon,4,121.9,1,0,0,0,0
277,24,M,mobile,ege,evening,2,160.14,0,0,1,0,0
278,69,M,desktop,ic_anadolu,morning,6,91.63,1,0,0,1,0
279,58,M,mobile,marmara,morning,2,149.21,0,0,1,1,0
280,50,F,desktop,ege,afternoon,4,159.54,0,0,1,0,0
281,57,F,mobile,ic_anadolu,afternoon,7,84.32,1,0,0,0,0
282,56,F,mobile,ege,afternoon,14,244.0,0,0,0,1,0
283,35,M,mobile,marmara,night,14,261.96,0,0,0,0,0
284,57,F,tablet,akdeniz,evening,12,37.8,0,0,0,1,0
285,18,M,desktop,ege,evening,9,97.62,1,0,0,0,1
286,28,F,mobile,dogu_anadolu,afternoon,11,77.48,0,0,1,1,0
287,45,M,mobile,karadeniz,afternoon,3,207.19,0,1,1,0,0
288,42,M,mobile,marmara,afternoon,6,51.79,0,0,1,0,1
289,67,M,mobile,marmara,night,5,206.02,0,0,0,0,0
290,40,F,mobile,ege,evening,5,114.66,0,0,1,0,0
291,48,F,mobile,ege,afternoon,2,205.79,0,0,0,0,1
292,47,F,desktop,guneydogu_anadolu,morning,13,238.91,1,0,0,0,0
293,59,F,desktop,ege,morning,5,264.06,1,1,0,0,0
294,52,F,mobile,dogu_anadolu,morning,11,163.81,1,1,0,0,1
295,24,M,mobile,akdeniz,evening,3,331.24,0,1,1,0,0
296,33,F,tablet,dogu_anadolu,morning,7,71.94,0,0,0,0,0
297,43,M,desktop,ic_anadolu,afternoon,14,146.37,0,0,1,1,1
298,65,M,desktop,ic_anadolu,evening,15,201.36,0,0,1,0,0
299,69,F,mobile,akdeniz,morning,5,149.91,1,0,0,0,1
300,66,M,tablet,karadeniz,afternoon,6,332.61,1,0,0,1,0
301,19,F,tablet,marmara,morning,14,262.79,1,0,0,1,1
302,18,F,desktop,dogu_anadolu,afternoon,9,93.78,1,1,1,0,0
303,65,F,desktop,ic_anadolu,morning,3,87.89,1,0,0,0,0
304,29,M,mobile,ege,afternoon,1,109.94,0,0,1,0,1
305,22,F,desktop,guneydogu_anadolu,evening,8,135.72,0,0,1,0,0
306,54,F,tablet,dogu_anadolu,evening,2,32.77,1,0,0,1,1
307,49,M,mobile,karadeniz,afternoon,2,97.19,0,0,0,1,1
308,26,F,desktop,marmara,evening,10,306.13,0,1,0,0,1
309,58,M,desktop,guneydogu_anadolu,morning,13,22.62,0,0,0,0,0
310,52,M,desktop,ic_anadolu,evening,4,397.23,1,0,1,1,0
311,36,M,mobile,ic_anadolu,morning,5,112.98,0,0,0,0,0
312,65,F,desktop,dogu_anadolu,afternoon,1,143.74,0,0,0,1,0
313,33,F,desktop,marmara,morning,11,149.15,1,1,0,1,0
314,20,F,tablet,marmara,morning,3,255.7,1,1,0,1,1
315,37,F,desktop,akdeniz,night,11,158.36,0,0,0,1,1
316,41,F,mobile,marmara,morning,9,119.63,0,0,0,0,0
317,50,F,desktop,ic_anadolu,afternoon,6,43.12,0,0,0,0,0
318,41,M,mobile,marmara,afternoon,5,265.8,0,0,1,0,0
319,69,M,desktop,marmara,afternoon,14,155.68,0,0,0,0,1
320,28,F,desktop,ege,evening,12,106.38,1,0,1,0,1
321,66,F,mobile,akdeniz,night,9,222.98,0,0,1,0,0
322,25,F,desktop,marmara,afternoon,11,67.54,0,0,0,0,1
323,53,F,mobile,marmara,morning,6,256.56,0,0,0,0,1
324,55,M,desktop,ege,morning,5,188.63,0,0,0,0,0
325,57,M,mobile,karadeniz,afternoon,9,147.02,0,0,1,0,0
326,37,M,tablet,dogu_anadolu,afternoon,8,117.44,0,1,0,0,0
327,52,M,desktop,marmara,afternoon,3,138.7,0,1,0,0,0
328,65,M,desktop,akdeniz,evening,8,318.58,1,1,0,0,0
329,42,M,mobile,marmara,afternoon,10,170.81,0,0,1,0,0
330,52,F,mobile,ege,morning,9,424.42,0,0,1,1,1
331,42,M,desktop,guneydogu_anadolu,afternoon,13,123.15,0,0,0,0,0
332,46,F,mobile,ege,evening,12,59.23,0,0,1,0,0
333,35,F,desktop,ege,afternoon,13,298.72,1,0,0,1,1
334,63,F,desktop,marmara,morning,10,131.34,1,1,0,0,0
335,35,F,tablet,guneydogu_anadolu,afternoon,3,208.01,0,0,0,0,0
336,19,M,mobile,akdeniz,afternoon,11,149.96,0,0,1,0,0
337,52,F,mobile,akdeniz,afternoon,10,78.21,1,1,0,1,0
338,33,F,desktop,akdeniz,night,8,479.28,0,0,0,1,0
339,58,F,desktop,marmara,evening,12,136.43,1,0,0,0,0
340,53,M,tablet,karadeniz,evening,7,53.93,0,0,1,0,1
341,50,F,desktop,marmara,evening,8,307.49,0,0,0,0,0
342,21,M,desktop,ic_anadolu,evening,1,89.25,0,0,0,0,0
343,50,M,desktop,ic_anadolu,evening,3,225.28,0,0,0,1,0
344,31,M,mobile,marmara,afternoon,7,189.2,0,1,1,0,0
345,38,M,desktop,marmara,afternoon,12,22.45,0,0,0,0,0
346,65,F,desktop,ic_anadolu,morning,15,191.28,1,1,0,0,0
347,37,F,tablet,ege,afternoon,7,89.99,0,0,0,1,0
348,25,M,mobile,marmara,afternoon,8,27.23,0,0,1,0,0
349,24,F,desktop,marmara,evening,11,68.43,0,0,1,1,0
350,20,F,mobile,karadeniz,afternoon,7,239.75,0,1,1,0,0
351,34,M,desktop,dogu_anadolu,evening,15,155.3,0,0,0,0,1
352,50,F,mobile,karadeniz,evening,14,31.65,0,1,1,0,1
353,65,M,mobile,akdeniz,morning,13,113.95,1,1,0,0,0
354,29,F,desktop,akdeniz,morning,12,41.31,0,1,0,0,0
355,68,M,desktop,marmara,morning,12,124.77,1,0,0,0,0
356,39,M,mobile,marmara,morning,13,146.66,0,0,0,0,0
357,39,M,tablet,karadeniz,afternoon,4,316.51,1,0,1,0,0
358,63,F,mobile,karadeniz,evening,7,500.0,1,0,0,0,0
359,47,M,desktop,karadeniz,morning,9,61.67,1,0,0,0,0
360,55,M,desktop,akdeniz,evening,1,128.26,0,0,0,0,0
361,55,F,desktop,dogu_anadolu,night,2,262.93,1,0,0,0,1
362,62,F,desktop,dogu_anadolu,afternoon,5,19.97,1,0,0,0,0
363,68,M,mobile,ege,evening,7,36.53,0,0,0,0,0
364,25,M,mobile,marmara,morning,12,155.78,1,0,1,0,1
365,44,F,desktop,akdeniz,evening,7,184.05,0,0,0,0,0
366,44,M,desktop,marmara,morning,8,66.79,1,0,0,1,0
367,51,F,mobile,dogu_anadolu,evening,10,163.67,0,0,1,0,0
368,38,F,desktop,ege,afternoon,6,122.33,0,0,0,0,1
369,47,M,tablet,akdeniz,night,6,43.86,0,0,1,0,0
370,50,M,mobile,ic_anadolu,afternoon,7,42.04,1,0,0,0,0
371,45,M,tablet,akdeniz,morning,5,145.82,0,1,0,0,0
372,64,M,tablet,marmara,afternoon,13,119.38,0,0,0,1,0
373,50,F,mobile,guneydogu_anadolu,evening,11,74.11,0,0,0,0,0
374,22,F,desktop,marmara,evening,8,51.31,0,0,0,0,0
375,65,F,tablet,karadeniz,night,5,334.65,0,0,0,0,0
376,36,M,desktop,karadeniz,evening,6,128.13,0,0,1,0,0
377,21,M,desktop,marmara,afternoon,3,355.01,0,1,1,0,0
378,52,F,mobile,guneydogu_anadolu,morning,15,149.9,0,1,0,0,0
379,66,F,desktop,akdeniz,morning,14,73.23,1,1,0,1,0
380,34,F,desktop,ic_anadolu,night,5,75.85,1,0,1,0,0
381,61,M,desktop,ic_anadolu,night,15,132.55,0,0,0,0,0
382,45,F,desktop,akdeniz,morning,14,500.0,1,0,0,0,0
383,47,F,mobile,marmara,evening,11,213.61,0,0,1,0,0
384,46,M,desktop,karadeniz,evening,15,310.86,0,0,1,0,0
385,63,M,mobile,ic_anadolu,afternoon,3,196.98,1,0,1,0,0
386,70,M,tablet,marmara,evening,8,131.44,1,1,0,0,0
387,23,M,mobile,ic_anadolu,morning,15,94.77,0,0,0,0,0
388,52,F,mobile,ic_anadolu,night,13,147.49,0,0,1,0,1
389,58,M,tablet,akdeniz,afternoon,7,23.49,0,0,0,0,0
390,54,M,desktop,marmara,afternoon,4,117.96,0,1,0,1,0
